date,food name,Ingredients,Nutrition
2021-07-06,cere organ seawe snack teriyaki,,
2021-07-06,thai richi pure wild honey,,
2021-07-06,emperor china can abalon in brine 8pc,,
2021-07-06,yamaei creami peanut butter past,,
2021-07-06,emperor china can abalon in brine 10pc,,
2021-07-06,isola doro belli tuna fillet with oliv oil In tin,,"Attributes,Per Serving (),Salt,1.1g,Per,100g
,Saturates,6g
,Protein,15.8g
,Fat,36.5g
"
2021-07-06,the kitchen food sibu instant meepok - origin,,
2021-07-06,pran sweet toast,,"Attributes,Per Serving (100),Carbohydrates,70.5g,Sugar,20g,Fat,20g,Protein,7g,Fiber,1.3g"
2021-07-06,pran cooki peanut biscuit,,"Attributes,Per Serving (100),Carbohydrates,54g,Sugar,17g,Fat,28g,Protein,6g,sodium,200mg,Fiber,1g"
2021-07-06,pran cooki coconut biscuit,,"Attributes,Per Serving (100),Carbohydrates,54g,Sugar,17g,Fat,28g,Protein,6g,sodium,200mg,Fiber,1g"
2021-07-06,thai richi pure longan honey,,
2021-07-06,CB premium doubl prosper abalon gift set,,
2021-07-06,canton noodl chicken flavor (combo poli pack),,"Attributes,Per Serving (70),Total Fat,12g,Carbohydrates,46g,Sugars,1g,Fiber,5g,Protein,7g,sodium,523mg"
2021-07-06,nake organ coconut chip,,
2021-07-06,emperor china can abalon in brais 8pc,,
2021-07-06,CB australia wild can abalon 1pc,,
2021-07-06,blue hill meadow raw honey,,
2021-07-06,CB sebastian superior can crab meat lump,,
2021-07-06,blue hill meadow raw honey,,
2021-07-06,pure delish quiona grain-ola - raspberri crunch,,
2021-07-06,blue hill tarkin wilder raw honey,,
2021-07-06,blue hill tarkin wilder raw honey,,
2021-07-06,aaa shitak berk mushroom,,
2021-07-06,grower direct california walnuts- by foodsterr,,
2021-07-06,foodsterr organ artisin almond cacao butter,,
2021-07-06,foodsterr organ artisin almond butter,,
2021-07-06,foodsterr organ artisin cashew butter,,
2021-07-06,foodsterr organ artisin hazelnut butter,,
2021-07-06,foodsterr organ dri mango cheek - No ad sugar,,
2021-07-06,pran cooki vanilla biscuit,,"Attributes,Per Serving (100),Carbohydrates,54g,Sugar,17g,Fat,28g,Protein,6g,sodium,200mg,Fiber,1g"
2021-07-06,kondo japanes honey factori honey salt - kirei,,
2021-07-06,foodsterr organ superfood granola,,
2021-07-06,kondo japanes honey factori blueberri honey jam - kirei,,
2021-07-06,foodsterr organ mango slice (no sugar added),,
2021-07-06,le comt De provenc organ fruit spread - orang,,
2021-07-06,swoffl french vanilla swoffl,,
2021-07-06,fortun brand brais babi abalon - mala,,"Attributes,Per Serving (100g),Energy,728kJ
,Protein,7.4g
,Total Fat,12.8g
,Cholesterol,51mg
,Carbohydrate,6.2g
,Sugars,3.3g
,Dietary Fibre,2.9g
,Sodium,1020mg
"
2021-07-06,blue hill tarkin wilder raw honey,,
2021-07-06,kondo japanes honey factori strawberri honey jam - kirei,,
2021-07-06,bionova marmalad,,
2021-07-06,foodsterr chilean pit prune,,
2021-07-06,bionova strawberri jam,,
2021-07-06,bodhi' organ mapl syrup,,
2021-07-06,the daili crave lentil chip - himalaya pink salt,,"Attributes,Per Serving (28),Protein,4g,Total Fat,6g,Carbohydrate,16g,Sodium,180mg"
2021-07-06,foodsterr organ hazelnut cacao butter with coconut,,
2021-07-06,foodsterr chilean dri cheri,,
2021-07-06,busi bee lime and coconut biscuit,,
2021-07-06,busi bee mini smarti biscuit,,
2021-07-06,vegan hous organ sprout cashew,,"Attributes,Per Serving (28),Total fat,12g"
2021-07-06,swoffl origin caramel swoffl,,
2021-07-06,ryukakusan ame candi shikuwasa okinawa citru flavor,,
2021-07-06,busi bee honey and sesam biscuit,,
2021-07-06,human bean co. faba bean - lime and black pepper,,
2021-07-06,nutwork wasabi macadamia (in stand Up pouch),,
2021-07-06,nutwork roast salt macadamia (in stand Up pouch),,
2021-07-06,busi bee raspberri and white choc biscuit,,
2021-07-06,global organ mapl syrup,,
2021-07-06,latasha' kitchen cherri chocol,,
2021-07-06,jamwork strawberri and blueberri jam,,
2021-07-06,jamwork berri galor jam,,
2021-07-06,jamwork appl strudel jam,,
2021-07-06,jamwork blackberri jam,,
2021-07-06,foodsterr spanish natur almond,,
2021-07-06,ryukakusan ame candi milk flavor,,
2021-07-06,foodsterr organ vanilla almond mapl granola,,
2021-07-06,foodsterr organ vietnam cashew,,
2021-07-06,anjalichocolat tast squar - milk chocol,,
2021-07-06,anjalichocolat milk chocol lollipop,,
2021-07-06,anjalichocolat dark chocol lollipop,,
2021-07-06,jamwork strawberri ginger and rose jam,,
2021-07-06,anjalichocolat tast squar - white chocol,,
2021-07-06,foodsterr spanish natur almond,,
2021-07-06,anjalichocolat tast squar - semisweet chocol 55% cocoa,,
2021-07-06,anjalichocolat toast almond rocher - white chocol,,
2021-07-06,anjalichocolat tast squares: dark chocol (70% cocoa),,
2021-07-06,anjalichocolat almond drage - dark chocol,,
2021-07-06,anjalichocolat toast almond rocher - milk chocol,,
2021-07-06,anjalichocolat almond drage - milk chocol,,
2021-07-06,nutwork crunchi hickori macadami (in stand Up pouch),,
2021-07-06,anjalichocolat almond drage - milk chocol,,
2021-07-06,anjalichocolat giftbox of 15 assort chocol tast squar,,
2021-07-06,anjalichocolat chocol bar - 70% dark chocol with sea salt,,
2021-07-06,nature' field bake cacao pecan nut,,
2021-07-06,anjalichocolat chocol bar - singl origin - ecuador 71%,,
2021-07-06,nature' field bake cacao cashew nut,,
2021-07-06,fragranc chees potato chip,,
2021-07-06,fragranc black pepper crab fish skin,,
2021-07-06,nature' field bake garlic macadamia nut,,
2021-07-06,bonz milk & durian chocol coat coffe bean,,"Attributes,Per Serving (),Sodium,26.5mg,Sugar,5.0g,Carbohydrate,12.6g,Trans Fat,0g,Saturated Fat,5.1g,Total Fat,10.1g,Protein,1.7g,Energy,620kj"
2021-07-06,nature' field bake mix herb cashew nut,,
2021-07-06,nature' field bake salt pumpkin seed,,
2021-07-06,nature' field bake honey cinnamon cashew nut,,
2021-07-06,kasugai gummi candi lyche,,
2021-07-06,emperor china can abalon in brais 10pc,,
2021-07-06,bonz hazelnut chocol creme fill cooki,,"Attributes,Per Serving (),Sodium,18.8mg,Sugar,2.0g,Carbohydrate,4.4g,Trans Fat,0g,Saturated Fat,1.0g,Total Fat,1.8g,Protein,0.4g,Energy,36kcal"
2021-07-06,yanjinpuzi fish tofu bbq tast,,
2021-07-06,anjalichocolat almond drage - dark chocol,,
2021-07-06,bonz milk & mango chocol coat coffe bean,,"Attributes,Per Serving (),Sodium,26.5mg,Sugar,5.0g,Carbohydrate,12.6g,Trans Fat,0g,Saturated Fat,5.1g,Total Fat,10.1g,Protein,1.7g,Energy,620kj"
2021-07-06,yanjinpuzi fish tofu spici,,
2021-07-06,yanjinpuzi fish tofu crab flavor,,
2021-07-06,jinzai Hi konjak with spici flavor,,
2021-07-06,jinzai thick dri bean with salt bake flavor,,
2021-07-06,luo Ba wang spici snail rice noodl,,
2021-07-06,jinzai Hi konjak with pepper flavor,,
2021-07-06,sweet water noodl,,
2021-07-06,shu dao xiang fri broad bean,,
2021-07-06,shu dao xiang toast gluten with cumin,,
2021-07-06,shu dao xiang sichuan toast gluten,,
2021-07-06,shu dao xiang spici mushroom and squid,,
2021-07-06,now foodsreal food organ sesam seed,,
2021-07-06,shu dao xiang hot&spici squid strip,,
2021-07-06,now foodsreal food roast almond with sea salt,,
2021-07-06,now foodsreal food roast sunflow seed unsalt,,
2021-07-06,green earth black date,,
2021-07-06,green earth lemon slice,,
2021-07-06,now foodsreal food raw sunflow seed,,
2021-07-06,anjalichocolat toast almond rocher - dark chocol,,
2021-07-06,green earth sacha inchi seed,,
2021-07-06,green earth chines yam,,
2021-07-06,green earth brown rice powder,,
2021-07-06,now foodsreal food organ oat bran,,
2021-07-06,jinzai thick dri bean with sourc flavor,,
2021-07-06,the kitchen food noodl - zha jiang,,
2021-07-06,green earth organ dri chilli,,
2021-07-06,now foodsreal food honey roast pecan,,
2021-07-06,green earth black goji,,
2021-07-06,La gondola sardin In tomato sauc and oliv oil,,
2021-07-06,La gondola ventresc white tuna belli In oliv oil,,
2021-07-06,sweet natur umf 15+ manuka honey,,"Attributes,Per Serving (10),Energy,140kj"
2021-07-06,choi H Y egg roll,,
2021-07-06,choi H Y pineappl shortcak,,
2021-07-06,sprice organ himalayan rock salt brown rice crisp,,"Attributes,Per Serving (),Protein,2g,Total Sugars,0g,Total Fat,0.5g,Dietary Fibre,2g,Total Carbohydrate,20g,Cholesterol,0mg,Sodium,80mg"
2021-07-06,green tea sflower seed,,
2021-07-06,shizuren istant noodl with clam 145g,,
2021-07-06,fewster' farm jarrah honey - TA 20+,,"Attributes,Per Serving (20),Energy,210kj"
2021-07-06,deep origin khakhara,,"Attributes,Per Serving (),Sodium,327mg,Energy,702kj,SaturatedFat,2.5g,Sugar,0.7g,Carbohydrate,22.8g,FatTotal,7g,Protien,3.5g"
2021-07-06,vegki mushroom jerki curri,,"Attributes,Per Serving (35),Energy,145kcal,Total Fat,6g,Saturated Fat,1g,Trans Fat,0g,Cholesterol,0mg,Sodium,480mg,Total Carbohydrate,21g,Dietary Fiber,7g,Total Sugars,6g,Protein,3g,Vitamin D,0mcg,Calcium,20mg,Iron,1.2mg,Potassium,100mg"
2021-07-06,deep pizza khakhara,,"Attributes,Per Serving (),Iron,1.7mg,Calcium,30mg,Potassium,80mg,Calories,190kj,Sodium,360mg,Cholesterol,0mg,SaturatedFat,2.5g,Carbohydrate,25g,FatTotal,8g,Protien,4g,Fibre,2g,Sugars,1g,Trans,0g"
2021-07-06,vegki mushroom jerki spici,,"Attributes,Per Serving (35),Energy,143kcal,Total Fat,6g,Saturated Fat,1g,Trans Fat,0g,Cholesterol,0mg,Sodium,480mg,Total Carbohydrate,20g,Dietary Fiber,6g,Total Sugars,6g,Protein,3g,Vitamin D,0mcg,Calcium,13mg,Iron,0.8mg,Potassium,100mg"
2021-07-06,vegki mushroom jerki wasabi,,"Attributes,Per Serving (35),Energy,145kcal,Total Fat,6g,Saturated Fat,1g,Trans Fat,0g,Cholesterol,0mg,Sodium,480mg,Total Carbohydrate,20g,Dietary Fiber,6.5g,Total Sugars,6g,Protein,3g,Vitamin D,0mcg,Calcium,10mg,Iron,0.6mg,Potassium,100mg"
2021-07-06,sweet natur umf 15+ manuka honey,,"Attributes,Per Serving (10),Energy,140kj"
2021-07-06,disney tsum tsum butter and cranberri cooki tsum,,
2021-07-06,biona organ coconut peanut butter,,
2021-07-06,nobel super lemon candi,,
2021-07-06,duo He tang soup - bamboo salt seawe miso,,
2021-07-06,duo He tang soup - bamboo salt sour and spici,,
2021-07-06,La gondola mackerel orgoliveoil,,
2021-07-06,iko cracker - muesli,,
2021-07-06,seitenbach organ breakfast cereal mix #545,,
2021-07-06,vogel' cafe style nut and seed,,
2021-07-06,iko cracker - oat plu,,
2021-07-06,littl keefi candi floss - blueberri,,
2021-07-06,cascina bruschetta veggi dip,,
2021-07-06,ruffl potato chip - origin,,
2021-07-06,mr bridg scottish strawberri preserv,,
2021-07-06,glico pocki biscuit stick - strawberri (family) + playspac,"• Strawberry flavour,• Individually packed",
2021-07-06,glico pocki famili pack biscuit stick - cooki & cream,,
2021-07-06,organ tattva honey - himalayan forest,,
2021-07-06,camel natur pistachio,,
2021-07-06,camel roast cashew,,
2021-07-06,TK food cooki - salti yolk,"• Store in a cool, dry place,• Avoid direct exposure to sunlight","Attributes,Per Serving (10g),Total Fat,2.2g,Saturated Fat,1g,Trans Fat,0g,Cholesterol,0mg,Sodium,33.9mg,Carbohydrate,6.5g,Dietary Fibre,0g,Sugars,1.2g,Protein,0.9g"
2021-07-06,nongshim instant cup noodl - korean clay pot,"• Noodles: Wheat Flour (Cereal containing Gluten), Palm Oil, Starch, Salt, Acidity Regulator (Potassium Carbonate),• Soup Powder: Salt, Soya Sauce Powder (Soya Bean Product), Soya Bean Paste Powder, Sugar,• Vegetables: Dehydrated Kimchi, Dehydrated Chinese Cabbage, Dehydrated Chives",
2021-07-06,van houten milk chocol gift tin - almond,,
2021-07-06,Mi sedaap instant noodl - curri,"1. Boil noodle into 400ml of water and simmer for 3 minutes,2. Pour all seasoning and chilli powder into a bowl while noodle is being cooked,3. Pour the cooked noodle together with the soup into a bowl and mix well with all the seasoning,• Noodle: Wheat Flour (70%), Refined Palm Oil, Salt, Mineral Salts (500, 501), Vegetable gum (412), Colour (102), Ferrous Fumarate (for fortification of Iron),• Flavouring: Sugar, Salt, Flavour Enhancer (621), Curry Powder, Artificial Chicken Flavour, Onion Powder, Garlic Powder, Pepper Powder,• Chilli Powder Oil: Refined Palm Oil, Curry Powder,• Fried Crispy Onion: Onion",
2021-07-06,ferrero collect chocol - t32,"• Store in a cool and dry place, preferably between 18°C - 22°C,• Once the pack is opened, to preserve the product quality, it is advisable to eat within 15 days",
2021-07-06,the whole kitchen nut mix - spici tamari,,
2021-07-06,nongshim kimchi ramyun instant noodl,,
2021-07-06,nongshim shin ramyun instant noodl - spici,,
2021-07-06,mr bridg orang marmalad with honey,,
2021-07-06,barker' Of geraldin mint and appl jelli,,
2021-07-06,barker' Of geraldin spice NZ apricot with mango,,
2021-07-06,barker' Of geraldin central orago rich red plum,,
2021-07-06,shoon fatt cracker - sugar,"Wheat Flour, Non-Hydrated Vegetable Oil and Shortening (Palm Oil), Milk Powder, Sugar, Malt Extract, Salt, Raising Agent: [Ammonium Bicaronate (E503(ii)), Sodium Bicarbonate (E500(ii)), Yeast,• Contains wheat, milk and may contain peanuts, soya derivatives, seeds and eggs","Attributes,Per Serving (25g),Energy,478kcal
,Carbohydrate,70.2g
,Protein,9.6g
,Total Fat,17.6g
"
2021-07-06,barker' Of geraldin cranberri jelli,,
2021-07-06,barker' Of geraldin sevil orang spreadabl fruit,,
2021-07-06,aw' market pork collar w bone,,
2021-07-06,jin zai sauc ikan bili,,
2021-07-06,jin zai sauc ikan bili,,
2021-07-06,the whole kitchen nut mix - rock salt rosemari,,
2021-07-06,ajinoya pakson fruit,,
2021-07-06,ajinoya citron fruit,,
2021-07-06,chaakri pepperi oat khakra,,
2021-07-06,biona organ apricot halv In rice syrup,,
2021-07-06,green earth 10 grain cereal,,
2021-07-06,now food real food macadamia nut dri roast salt,,
2021-07-06,kettl brand potato chip - new york cheddar,,
2021-07-06,"now foods,real food, organ crystal ginger dice",,
2021-07-06,now food real food tamari almond,,
2021-07-06,oishi pod pea snack - vegetarian,,
2021-07-06,oishi pillow parti size - durian,,
2021-07-06,royal famili cacao mochi - strawberri,,
2021-07-06,royal famili cacao mochi - chocol,,
2021-07-06,jin zai spici ikan bili,,
2021-07-06,barker' Of geraldin apricot spreadabl fruit,,
2021-07-06,royal famili cacao mochi - taro,,
2021-07-06,barker' Of geraldin raspberri spreadabl fruit,,
2021-07-06,tulip hotdog sausag - chicken,,
2021-07-06,git heat & eat - dal palak 300g -- By dashmesh,,
2021-07-06,git heat & eat - aloo matar 300g -- By dashmesh,,
2021-07-06,git heat & eat - chana masala 300g -- By dashmesh,,
2021-07-06,git heat & eat - masala rice 265g -- By dashmesh,,
2021-07-06,taste marsh mallow chocol pie - banana,,
2021-07-06,git basundi mix 125g -- By dashmesh,,
2021-07-06,git dosai mix 200g -- By dashmesh,,
2021-07-06,git bombay halwa mix 80g -- By dashmesh,,
2021-07-06,git dhokla mix 200g -- By dashmesh,,
2021-07-06,git idli mix 200g -- By dashmesh,,
2021-07-06,git gulab jamun mix 200g -- By dashmesh,,
2021-07-06,amica chip alfredo' potato snack - pepper,,
2021-07-06,git kheer mix rice 100g -- By dashmesh,,
2021-07-06,git rasam mix 100g -- By dashmesh,,
2021-07-06,git rabdi mix 100g -- By dashmesh,,
2021-07-06,git kulfi mix 100g -- By dashmesh,,
2021-07-06,git rava dosai mix 200g -- By dashmesh,,
2021-07-06,git rasmalai mix 150g -- By dashmesh,,
2021-07-06,git phirni mix 100g -- By dashmesh,,
2021-07-06,karachi bakeri badam (almond) pista biscuit,,
2021-07-06,karachi bakeri cashew biscuit,,
2021-07-06,git heat & eat - methi mutter malai 285g -- By dashmesh,,
2021-07-06,karachi bakeri osmania biscuit,,
2021-07-06,biona organ tahini whole sesam with salt,,
2021-07-06,biona organ rye vital bread with sprout seed,,
2021-07-06,git moong dal vadai mix 200g -- By dashmesh,,
2021-07-06,greenday snack onion (crispi veg),,"Attributes,Per Serving (),Protein,1g,Dietary Fibre,2g,Carbohydrate,7g,Natural Sugar,5g,Total Fat,4.5g,Cholesterol,0mg,Sodium,15mg,Calories Per Serving,70cal,Calories from Fat,40cal"
2021-07-06,greenday snack coconut flake - origin (glendee),,"Attributes,Per Serving (),Protein,1g,Dietary Fibre,2g,Total Fat,8g,Carbohydrate,11g,Sugar,8g,Cholesterol,0mg,Sodium,115mg,Calories Per Serving,120cal,Calories from Fat,70cal"
2021-07-06,greenday snack veggi crisp - sweet & spici (crispi veg),,"Attributes,Per Serving (),Protein,2g,Total Fat,0g,Sugar,3g,Carbohydrate,10g,Dietary Fibre,4g,Calories from Fat,0cal,Cholesterol,0mg,Sodium,55mg,Calories Per Serving,50cal"
2021-07-06,fresh As mandarin segment,,
2021-07-06,fresh As strawberri slice,,
2021-07-06,greenday snack coconut flake - roast coffe (glendee),,"Attributes,Per Serving (),Protein,1g,Dietary Fibre,2g,Carbohydrate,10g,Total Fat,8g,Sugar,8g,Cholesterol,0mg,Sodium,65mg,Calories Per Serving,120cal,Calories from Fat,70cal"
2021-07-06,biona organ rye amaranth quinoa bread,,
2021-07-06,git sambar mix 200g -- By dashmesh,,
2021-07-06,turban chopstick royal briyani,,
2021-07-06,turban chopstick spice tomato dahl,,
2021-07-06,turban chopstick jewel mung dahl,,
2021-07-06,karachi bakeri doubl delight,,
2021-07-06,mybizcuit zoofino chees,,
2021-07-06,train dri fig strip,,
2021-07-06,biona organ rye-omega 3 - golden linse bread,,
2021-07-06,cindi stone candi,,
2021-07-06,mybizcuit digest wholem biscuit,,
2021-07-06,greenday snack veggi crisp - soy garlic (crispi veg),,"Attributes,Per Serving (),Protein,2g,Total Fat,0g,Natural Sugar,3g,Dietary Fibre,4g,Carbohydrate,11g,Calories from Fat,0cal,Cholesterol,0mg,Sodium,30mg,Calories Per Serving,50cal"
2021-07-06,green bio tech purpl sweet potato cooki,,
2021-07-06,mybizcuit digest chocol biscuit,,
2021-07-06,popmak roast makhana indian spice gorgon nut,,
2021-07-06,popmak roast makhana black salt gorgon nut,,
2021-07-06,mybizcuit digest malt biscuit,,
2021-07-06,popmak roast makhana mint (pudina) gorgon nut,,
2021-07-06,greenday snack coconut flake - sea salt caramel (glendee),,"Attributes,Per Serving (),Protein,1g,Dietary Fibre,2g,Total Fat,8g,Carbohydrate,11g,Sugar,8g,Cholesterol,0mg,Sodium,50mg,Calories Per Serving,120cal,Calories from Fat,70cal"
2021-07-06,furn you can food - fri gluten with peanut,,
2021-07-06,popmak roast makhana mumbai chaat gorgon nut,,
2021-07-06,furn you can food - mix mushroom,,
2021-07-06,popmak roast makhana black pepper and himalayan salt,,
2021-07-06,furn you can food - veget meat with pickl cucumb,,
2021-07-06,furn you condiment - hot bamboo shoot,,
2021-07-06,bioley satis-5 multigrain drink,,"Attributes,Per Serving (null),Energy,131kcal,Protein,3.7g,Carbohydrate,19.7g,Sugars,6.7g,Insoluble Fibre,1.5g,Soluble Fibre,0.6g,Monounsaturated Fat,1.4g,Polyunsaturated Far,1.7g,Saturated Fat,1.2g,Trans Fat,0g,Cholesterol,0mg,Sodium,14mg,Calcium,205mg,Iron,0.9mg,Magnesium,49mg,Zinc,0.5mg,Vitamin B1,1.3mg,Vitamin B3,1.1mg"
2021-07-06,K harrodson raspberri butter cooki,,
2021-07-06,popmak roast makhana exot herb gorgon nut,,
2021-07-06,natureland organ walnut,,
2021-07-06,walden farm orang fruit sprd,,
2021-07-06,melvado melvado eat healthi vegetarian minestron soup,,
2021-07-06,lundberg organ mini rice cake with cheddar,,
2021-07-06,funki nut sea salt crunchi peanut butter,,
2021-07-06,popmak roast makhana peri peri gorgon nut,,
2021-07-06,walden farm appl butter,,
2021-07-06,sunkist natur toast pistachio,,
2021-07-06,rutherford & meyer cherri past,,
